38.1101		22.8749		1
39.1418		21.8541		1
178.466		90.0272		1
47.4712		41.1497		1
23.492		26.9676		1
21.1089		23.002		1
24.3061		21.18		1
34.7024		22.6626		1
103.497		69.1323		1
53.0033		58.0787		1
22.9127		31.2319		1
21.385		24.6419		1
37.0785		23.8957		1
38.1101		22.8749		1
182.887		106.942		1
42.2548		43.6391		1
22.9839		27.4225		1
21.2686		23.2266		1
25.1737		21.2514		1
38.1512		22.5873		1
236.318		128.36		1
41.3182		35.5815		1
22.9771		25.1345		1
21.2615		23.3718		1
40.2914		25.2834		1
40.377		24.0505		1
2202.77		1272.27		1
37.0813		32.4317		1
22.5381		24.2678		1
21.2476		21.9029		1
25.5095		21.0264		1
43.1994		23.5405		1
1751.54		800.607		1
37.5728		28.6444		1
22.9793		22.7521		1
21.0877		21.2508		1
44.095		26.2363		1
43.2883		25.0845		1
335.397		152.223		1
35.5553		25.8007		1
22.8443		21.9908		1
21.1132		21.1112		1
25.0817		21.1942		1
45.0518		24.5121		1
343.784		129.192		1
36.4008		24.2084		1
23.1971		21.3984		1
21.0528		21.0252		1
47.1702		26.3429		1
46.0265		25.5699		1
237.245		73.6288		1
36.4063		22.0825		1
23.3818		21.04		1
21.043		21.1586		1
24.8536		21.8329		1
46.8054		25.1084		1
265.323		71.2392		1
37.1997		21.6375		1
23.6133		21.0314		1
21.0315		21.3677		1
48.4501		25.7122		1
47.6164		25.3739		1
306.715		49.7204		1
39.5842		21.0709		1
24.1624		21.6239		1
21.0229		22.175		1
24.9043		22.9295		1
47.8361		25.1216		1
345.333		49.6317		1
40.1868		21.1498		1
24.2856		21.8195		1
21.0223		22.4067		1
48.0173		24.812		1
47.6619		24.7237		1
1645.43		29.8767		1
46.1048		23.9088		1
25.22		24.164		1
21.0218		24.2907		1
25.2818		24.4113		1
47.6931		24.6323		1
2333.29		27.5425		1
46.5357		24.1535		1
25.2827		24.358		1
21.0217		24.4486		1
46.5323		23.9605		1
46.4586		23.9504		1
318.683		37.9537		1
59.2988		33.8803		1
26.6489		29.3479		1
21.0231		27.6029		1
25.9897		26.1432		1
46.4576		23.933		1
313.221		37.8017		1
59.6252		34.14		1
26.6824		29.4912		1
21.0233		27.6902		1
44.525		23.2587		1
44.5349		23.2592		1
133.474		32.9086		1
92.3403		62.7696		1
28.697		38.5689		1
21.0558		32.2414		1
26.9993		27.9747		1
44.5368		23.2618		1
133.393		32.9041		1
92.6466		63.0379		1
28.7161		38.665		1
21.0565		32.2831		1
42.2615		22.7101		1
42.2725		22.7099		1
82.0686		30.0324		1
282.64		233.746		1
32.0727		55.5769		1
21.2351		38.5292		1
28.2688		29.79		1
42.2773		22.713		1
82.1164		30.0366		1
283.251		234.292		1
32.0833		55.6344		1
21.2361		38.5479		1
39.8513		22.2971		1
39.8527		22.297		1
58.4131		27.9864		1
195.324		194.909		1
39.484		94.2262		1
21.8743		47.2555		1
29.7571		31.5209		1
39.8573		22.2978		1
58.4499		27.9908		1
195.985		195.507		1
39.4704		94.154		1
21.874		47.253		1
37.346		22.0024		1
37.3455		22.0025		1
44.8792		26.3677		1
66.1246		77.6261		1
74.1616		267.534		1
23.8484		60.2769		1
31.4326		33.1334		1
37.3519		22.0029		1
44.9252		26.3751		1
66.389		77.8745		1
73.6312		264.911		1
23.8346		60.2132		1
34.7907		21.8117		1
34.7919		21.8114		1
36.177		25.0012		1
38.6034		51.1368		1
63.4482		356.417		1
29.8141		82.3719		1
33.2704		34.5993		1
34.8041		21.8121		1
36.2356		25.0131		1
38.7832		51.3235		1
65.3904		365.92		1
29.7214		82.1105		1
32.2479		21.7144		1
32.2461		21.715		1
30.2529		23.8117		1
27.8075		39.1646		1
21.9211		109.035		1
48.9299		129.112		1
35.2222		35.8478		1
32.2593		21.7144		1
30.3093		23.8263		1
27.9262		39.3166		1
22.0134		110.34		1
48.4959		128.223		1
29.8066		21.7072		1
29.7932		21.714		1
26.1886		22.7838		1
23.0821		32.2636		1
21.5545		64.929		1
131.724		288.226		1
37.1235		36.7001		1
29.7825		21.7086		1
26.2151		22.7928		1
23.1347		32.364		1
21.5232		65.3931		1
130.381		285.85		1
27.5731		21.7962		1
27.5464		21.8236		1
23.5151		21.9446		1
21.2848		27.8299		1
23.6408		46.8023		1
1594.8		2687.28		1
38.5475		36.8569		1
27.4652		21.8131		1
23.4858		21.9318		1
21.2843		27.8275		1
23.6497		46.7576		1
1280.57		2139.48		1
25.6439		21.9959		1
25.6178		22.075		1
21.9277		21.3482		1
21.0844		24.8828		1
26.3607		37.3715		1
250.129		320.411		1
38.8374		36.1268		1
25.4243		22.0768		1
21.8475		21.3042		1
21.111		24.6912		1
26.6356		36.7158		1
236.784		291.472		1
24.0707		22.3208		1
24.0701		22.5056		1
21.1721		21.0505		1
21.8645		22.9696		1
30.0125		32.0814		1
262.164		260.57		1
37.6142		34.8105		1
23.769		22.5809		1
21.1057		21.0247		1
22.1488		22.5398		1
31.212		30.658		1
274.699		246.925		1
22.8504		22.7783		1
22.8913		23.1399		1
21.0376		21.0736		1
23.4012		21.8237		1
35.3005		29.2125		1
721.757		582.825		1
35.2727		33.6141		1
22.5423		23.4072		1
21.1064		21.2369		1
24.3208		21.3363		1
38.7538		27.1608		1
3293.86		2223.48		1
21.957		23.3762		1
22.0294		23.9792		1
21.3958		21.3911		1
25.7119		21.2373		1
43.3524		28.0462		1
457.66		323.266		1
32.6085		33.036		1
21.7113		24.5814		1
21.7327		21.9916		1
27.6366		21.0232		1
51.3842		25.646		1
229.994		128.574		1
21.3696		24.1336		1
21.4416		25.0083		1
22.2048		21.9541		1
28.9533		21.0312		1
56.1257		28.479		1
164.789		111.112		1
30.1726		33.1158		1
21.2193		26.04		1
22.933		23.1856		1
32.2932		21.323		1
74.1791		25.9368		1
109.34		58.6238		1
21.0717		25.0796		1
21.1106		26.2044		1
23.4709		22.7322		1
33.3549		21.0692		1
77.6124		31.2114		1
102.475		70.6037		1
28.1586		33.6374		1
21.0269		27.6507		1
24.6941		24.6498		1
38.6392		21.9897		1
121.909		29.7382		1
74.6658		42.7468		1
21.0372		26.2459		1
21.0295		27.5419		1
25.1979		23.7323		1
39.1719		21.2795		1
117.8		38.7899		1
76.8648		55.8789		1
26.5839		34.3469		1
21.1001		29.2612		1
26.9387		26.2187		1
46.8335		22.8519		1
255.456		48.3766		1
59.695		37.8422		1
21.2204		27.6364		1
21.2204		27.6364		1
27.3489		24.9776		1
46.6343		21.6587		1
210.643		60.4481		1
63.5999		49.0583		1
25.4068		35.0953		1
21.3803		30.7847		1
29.5083		27.7967		1
56.7854		23.8136		1
1506.02		278		1
52.134		36.4524		1
21.5572		29.2248		1
21.5572		29.2248		1
29.8332		26.4875		1
55.9116		22.2686		1
595.554		159.949		1
55.9214		45.3987		1
24.5709		35.8038		1
21.7819		32.1843		1
32.1838		29.3413		1
68.0845		24.8534		1
599.812		123.224		1
48.096		36.4583		1
21.9728		30.9454		1
21.9175		32.0663		1
32.5015		28.2454		1
67.0005		23.2208		1
1337.14		353.571		1
51.2577		43.2468		1
24.0133		36.4566		1
22.2145		33.4632		1
34.751		30.8408		1
80.0419		26.0002		1
306.363		70.3837		1
45.982		37.0538		1
22.3954		32.6938		1
22.3541		33.5743		1
35.1746		30.1842		1
79.6926		24.6485		1
382.2		101.646		1
48.3635		41.8706		1
23.6677		37.0425		1
22.6092		34.6329		1
37.0741		32.3109		1
92.133		27.3563		1
229.596		57.0606		1
44.9353		37.7909		1
22.7652		34.365		1
22.7397		34.9652		1
37.6706		32.2092		1
93.5667		26.6857		1
247.778		66.3321		1
46.541		40.8618		1
23.4782		37.5141		1
22.9186		35.6604		1
39.0282		33.7115		1
103.622		28.9617		1
196.32		51.0503		1
44.5188		38.4525		1
23.046		35.8206		1
23.0328		36.1615		1
39.8283		34.165		1
107.93		29.3388		1
195.748		52.4734		1
45.3672		40.0362		1
23.3933		37.86		1
23.1338		36.5445		1
40.6255		35.0488		1
114.6		30.927		1
176.834		46.9118		1
44.3396		38.8221		1
23.2271		36.9576		1
23.2222		37.0927		1
41.5584		35.9147		1
122.209		32.5233		1
168.083		44.8684		1
44.5144		39.2314		1
23.3671		38.0279		1
23.2612		37.2412		1
41.8827		36.2783		1
125.271		33.2936		1
162.597		43.2972		1
44.143		38.7988		1
23.3211		37.6852		1
23.3204		37.7055		1
42.837		37.3262		1
136.061		36.0416		1
150.18		39.8655		1
43.7444		38.3634		1
23.3566		37.99		1
23.3261		37.7283		1
42.8886		37.3851		1
136.609		36.1868		1
149.542		39.6893		1
43.6944		38.306		1
23.3584		37.9474		1
23.3576		37.9692		1
43.7196		38.3055		1
149.798		39.6975		1
136.371		36.1775		1
42.86		37.3802		1
23.3194		37.7266		1
23.3633		37.9917		1
43.7745		38.3692		1
150.474		39.8849		1
135.844		36.0376		1
42.8119		37.3259		1
23.3803		37.7301		1
23.3739		37.8801		1
44.335		38.8125		1
164.824		43.4477		1
123.931		33.2706		1
41.7023		36.2557		1
23.2166		37.2292		1
23.4123		38.0283		1
44.7097		39.2545		1
170.478		45.0653		1
120.952		32.5109		1
41.3839		35.8986		1
23.4326		37.0607		1
23.4137		37.4626		1
44.8761		38.866		1
184.474		47.6051		1
